,name,student_body,median_parent_income,median_child_income,cost_of_attendance,pell_aid_per_student,institutional_grant_aid_avg,debt_median,student_income_10_years_median,clusters,cluster
2245,Palm Beach State College,25217.0,61900,29100,7802.0,1572.614,1555.88,4000.0,33300.0,2,purple
2246,Palomar College,22589.0,73500,31500,9836.0,552.7444,0.0,4500.0,34400.0,2,purple
2247,Panola College,2056.0,53200,27700,12903.0,512.7307,1199.27,3788.0,33500.0,0,light pink
2248,Paris Junior College,3875.0,53700,27200,11955.0,2213.251,1498.68,3500.0,26200.0,0,light pink
2249,Park University,9750.0,65300,43600,19322.0,1296.877,3289.0,8861.0,45900.0,2,purple
2250,Parkland College,7232.0,72500,30700,10707.0,1303.873,941.26,4000.0,30900.0,2,purple
2251,Pasadena City College,24900.0,44600,29500,11564.0,1139.3239999999998,222.2,4500.0,33800.0,0,light pink
2252,Pasco-Hernando State College,9184.0,51100,25200,10550.0,1497.765,832.52,4750.0,29700.0,0,light pink
2253,Passaic County Community College,8479.0,36400,25200,12501.0,1937.463,303.26,3732.0,27700.0,0,light pink
2256,Paul Mitchell the School-Provo,108.0,85200,10300,18395.0,1011.09,238.26,9800.0,21200.0,2,purple
2257,Paul Mitchell the School-Costa Mesa,263.0,85200,10300,20584.0,1383.704,0.0,9800.0,21200.0,2,purple
2258,Paul Mitchell the School-Rhode Island,181.0,85200,10300,20755.0,1402.116,0.0,9800.0,21200.0,2,purple
2259,Paul Mitchell the School-Orlando,172.0,85200,10300,20951.0,1952.139,0.0,9800.0,21200.0,2,purple
2260,Paul Mitchell the School-Tampa,188.0,85200,10300,17653.0,1713.789,0.0,9800.0,21200.0,2,purple
2261,Paul Mitchell the School-San Diego,278.0,85200,10300,20940.0,1347.91,0.0,9800.0,21200.0,2,purple
2262,Paul Mitchell the School-Michigan,220.0,85200,10300,18201.0,1631.0739999999998,0.0,9800.0,21200.0,2,purple
2263,Paul Smiths College of Arts and Science,891.0,76300,34000,40021.0,1889.346,11344.15,17250.0,35300.0,1,pink
2264,Pearl River Community College,4529.0,45700,24700,6171.0,2286.853,1477.78,4975.0,27600.0,0,light pink
2266,Pellissippi State Community College,8131.0,73100,26900,12631.0,1476.75,1351.28,5500.0,29500.0,2,purple
2267,Peninsula College,1361.0,64900,23600,11541.0,1378.6,935.68,6334.0,30100.0,2,purple
2268,Pennsylvania College of Technology,5565.0,73400,40800,28216.0,1521.875,2160.0,12000.0,42600.0,2,purple
2269,Pennsylvania Highlands Community College,1257.0,55800,26700,8333.0,958.5494,854.76,4125.0,28000.0,0,light pink
2271,Pennsylvania State University-Penn State Erie-Behrend College,3891.0,95400,50900,28674.0,1184.411,2799.72,19500.0,50100.0,1,pink
2274,Pennsylvania State University-Penn State New Kensington,627.0,95400,50900,20140.0,1218.898,2696.2,19500.0,50100.0,1,pink
2275,Pennsylvania State University-Penn State Shenango,468.0,95400,50900,21818.0,2039.9,3498.76,19500.0,50100.0,1,pink
2276,Pennsylvania State University-Penn State Wilkes-Barre,493.0,95400,50900,21102.0,1295.838,2832.2,19500.0,50100.0,1,pink
2277,Pennsylvania State University-Penn State Scranton,1073.0,95400,50900,20069.0,1726.378,2767.8,19500.0,50100.0,1,pink
2278,Pennsylvania State University-Penn State Lehigh Valley,775.0,95400,50900,19896.0,1412.429,1731.28,19500.0,50100.0,1,pink
2279,Pennsylvania State University-Penn State Altoona,3829.0,95400,50900,28799.0,1261.587,2667.62,19500.0,50100.0,1,pink
2280,Pennsylvania State University-Penn State Beaver,665.0,95400,50900,23197.0,1432.8770000000002,2369.84,19500.0,50100.0,1,pink
2281,Pennsylvania State University-Penn State Berks,2699.0,95400,50900,27877.0,1335.775,2584.71,19500.0,50100.0,1,pink
2282,Pennsylvania State University-Penn State Harrisburg,3595.0,95400,50900,27487.0,1336.428,2715.93,19500.0,50100.0,1,pink
2283,Pennsylvania State University-Penn State Brandywine,1334.0,95400,50900,19966.0,1370.751,2044.38,19500.0,50100.0,1,pink
2284,Pennsylvania State University-Penn State DuBois,490.0,95400,50900,21000.0,1643.73,2792.7,19500.0,50100.0,1,pink
2285,Pennsylvania State University-Penn State Fayette- Eberly,666.0,95400,50900,20148.0,1816.241,2926.52,19500.0,50100.0,1,pink
2286,Pennsylvania State University-Penn State Hazleton,803.0,95400,50900,26567.0,1899.438,3142.59,19500.0,50100.0,1,pink
2287,Pennsylvania State University-Main Campus,39958.0,95400,50900,33326.0,690.6384,4410.7,19500.0,50100.0,1,pink
2288,Pennsylvania State University-Penn State Greater Allegheny,554.0,95400,50900,24564.0,2035.625,3628.24,19500.0,50100.0,1,pink
2289,Pennsylvania State University-Penn State Mont Alto,837.0,95400,50900,26224.0,1502.521,3468.08,19500.0,50100.0,1,pink
2290,Pennsylvania State University-Penn State Abington,3505.0,95400,50900,19724.0,1682.629,1704.96,19500.0,50100.0,1,pink
2291,Pennsylvania State University-Penn State Schuylkill,755.0,95400,50900,23930.0,2170.863,2936.25,19500.0,50100.0,1,pink
2292,Pennsylvania State University-Penn State York,948.0,95400,50900,19907.0,1168.991,2532.8,19500.0,50100.0,1,pink
2293,Pennsylvania State University-World Campus,5736.0,95400,50900,26905.0,1089.646,1407.0,19500.0,50100.0,1,pink
2294,Pensacola State College,8304.0,58200,26500,12131.0,1315.036,974.16,3500.0,28200.0,0,light pink
2295,Pepperdine University,3434.0,124100,55800,61164.0,899.6029,20911.15,23302.5,65500.0,3,dark purple
2296,Perry Technical Institute,791.0,82000,52200,20154.0,2157.277,653.42,16830.0,54300.0,1,pink
2297,Peru State College,1537.0,64600,36000,16439.0,1245.593,1239.18,9500.0,37500.0,2,purple
2298,Pfeiffer University,951.0,83600,40200,35538.0,1751.9129999999998,11343.05,14250.0,39200.0,1,pink
2299,Jefferson (Philadelphia University + Thomas Jefferson University),2885.0,99600,49900,48575.0,1252.81,14795.44,23750.0,51200.0,1,pink
2300,Philander Smith College,565.0,32000,23500,25061.0,3385.396,6784.9,18500.0,24400.0,0,light pink
2301,Phillips Community College of the University of Arkansas,769.0,30200,18300,9886.0,1536.534,951.5,3500.0,22400.0,0,light pink
2302,Glendale Community College,16156.0,75300,31700,11822.0,1318.8429999999998,667.35,3500.0,34500.0,2,purple
2303,Mesa Community College,19055.0,75300,31700,12575.0,1225.577,719.4,3500.0,36000.0,2,purple
2304,Phoenix College,9921.0,75300,31700,12413.0,1596.542,818.4,5254.5,31900.0,2,purple
2305,GateWay Community College,5211.0,75300,31700,12818.0,1037.632,608.45,5500.0,34100.0,2,purple
2306,GateWay Community College-Central City,798.0,75300,31700,14564.0,920.2534,1167.6,5500.0,34100.0,2,purple
2307,Scottsdale Community College,7335.0,75300,31700,12461.0,736.1397,358.4,3500.0,35600.0,2,purple
2308,South Mountain Community College,3653.0,75300,31700,12324.0,1781.553,754.56,4750.0,30200.0,2,purple
2309,Rio Salado College,8366.0,75300,31700,11855.0,717.2014,383.16,3500.0,39500.0,2,purple
2310,Paradise Valley Community College,6515.0,75300,31700,12089.0,790.8242,544.17,3500.0,35600.0,2,purple
2311,Chandler-Gilbert Community College,10842.0,75300,31700,12006.0,743.6822,488.7,3500.0,38600.0,2,purple
2312,Estrella Mountain Community College,7735.0,75300,31700,11800.0,1529.507,916.37,5250.0,33800.0,2,purple
2313,Southwest Skill Center-Campus of Estrella Mountain Community College,376.0,75300,31700,16899.0,595.1031,134.16,5250.0,33800.0,2,purple
2314,Piedmont College,1286.0,81400,36000,32397.0,2134.14,10431.36,14994.0,40600.0,1,pink
2315,Piedmont Community College,1167.0,46200,21000,13059.0,2387.799,595.28,5650.0,26200.0,0,light pink
2316,Piedmont Technical College,4912.0,45200,24800,13303.0,2564.408,758.58,4750.0,27000.0,0,light pink
2317,Piedmont Virginia Community College,3561.0,70400,30100,10998.0,798.1892,1165.2,4500.0,31100.0,2,purple
2318,Pierce College-Fort Steilacoom,4358.0,73500,33000,11947.0,1169.114,491.64,5500.0,36500.0,2,purple
2319,Pierce College-Puyallup,2989.0,73500,33000,13085.0,1159.279,647.46,5500.0,36500.0,2,purple
2320,Pima Community College,24590.0,61400,28100,7295.0,1176.389,646.8,3500.0,30900.0,2,purple
2321,Pima Medical Institute-Tucson,1948.0,44500,22700,23818.0,2264.673,2549.8,8444.0,28800.0,0,light pink
2322,Pima Medical Institute-Albuquerque,892.0,44500,22700,21777.0,2834.724,2262.0,8444.0,28800.0,0,light pink
2323,Pima Medical Institute-Mesa,1038.0,44500,22700,22049.0,2113.446,4525.74,8444.0,28800.0,0,light pink
2324,Pima Medical Institute-Seattle,760.0,44500,22700,22406.0,1862.326,630.72,8444.0,28800.0,0,light pink
2325,Pima Medical Institute-Denver,937.0,44500,22700,23045.0,1838.654,3006.5,8444.0,28800.0,0,light pink
2326,Pima Medical Institute-Chula Vista,901.0,44500,22700,24374.0,2142.07,1020.6,8444.0,28800.0,0,light pink
2327,Pima Medical Institute-Colorado Springs,560.0,44500,22700,20113.0,2180.711,4370.4,8444.0,28800.0,0,light pink
2328,Pima Medical Institute-Las Vegas,988.0,44500,22700,22139.0,1868.589,2855.49,8444.0,28800.0,0,light pink
2329,Pima Medical Institute-Renton,777.0,44500,22700,22797.0,1782.026,731.4,8444.0,28800.0,0,light pink
2330,Pima Medical Institute-East Valley,459.0,44500,22700,21376.0,1667.565,664.61,8444.0,28800.0,0,light pink
2331,Pima Medical Institute-Houston,993.0,44500,22700,21974.0,2286.3920000000003,0.0,8444.0,28800.0,0,light pink
2333,Pinnacle Career Institute-South Kansas City,580.0,51200,31900,24907.0,2353.524,1068.6,9500.0,25000.0,0,light pink
2334,Pinnacle Career Institute-North Kansas City,140.0,51200,31900,24900.0,2913.2090000000003,1182.52,9500.0,25000.0,0,light pink
2335,Pioneer Pacific College,1190.0,52200,23300,22612.0,3233.547,187.5,14397.5,30500.0,0,light pink
2336,Pitt Community College,7895.0,57700,26400,9996.0,2412.697,795.2,5500.0,27800.0,0,light pink
2337,Pittsburg State University,5842.0,75300,40900,15931.0,1620.41,1337.05,11000.0,39400.0,2,purple
2338,Pittsburgh Institute of Aeronautics,382.0,72400,52100,32451.0,1466.9260000000002,1474.8,12500.0,57200.0,1,pink
2339,Pittsburgh Technical College,2034.0,58900,33400,26763.0,2908.755,2204.28,13291.0,34200.0,0,light pink
2340,Pitzer College,1076.0,131900,43500,61416.0,655.2057,13021.6,14725.0,48700.0,3,dark purple
2341,Pivot Point Academy-Evanston,138.0,77600,14500,18406.0,3451.3340000000003,0.0,12500.0,26600.0,2,purple
2342,Pivot Point Academy,133.0,77600,14500,18140.0,2173.81,0.0,12500.0,26600.0,2,purple
2343,Platt College-Los Angeles,661.0,48500,24500,34948.0,1953.703,792.39,18617.0,33800.0,0,light pink
2344,Platt College-Ontario,431.0,48500,24500,35247.0,2535.17,1112.8,18617.0,33800.0,0,light pink
2345,Platt College-Riverside,415.0,48500,24500,34604.0,2810.815,1337.49,18617.0,33800.0,0,light pink
2346,Platt College-OKC-Ann Arbor,134.0,38900,14200,28467.0,4737.09,382.2,6334.0,25200.0,0,light pink
2347,Platt College,276.0,38900,14200,30545.0,4368.667,505.12,6334.0,25200.0,0,light pink
2348,Platt College-OKC-Memorial,189.0,38900,14200,25039.0,3645.631,1054.44,6334.0,25200.0,0,light pink
2349,Platt College-Moore,94.0,38900,14200,29845.0,3757.25,1050.84,6334.0,25200.0,0,light pink
2350,Plaza College,716.0,29100,18800,18939.0,4639.676,1700.0,8642.0,23500.0,0,light pink
2351,Plymouth State University,3644.0,94200,41000,25668.0,1047.638,2735.13,19500.0,41700.0,1,pink
2352,Point Loma Nazarene University,2560.0,113300,45900,44198.0,1138.947,8632.17,16250.0,50900.0,1,pink
2353,Point Park University,3100.0,79200,32800,38106.0,1512.612,11030.73,20000.0,37100.0,1,pink
2354,Polk State College,8990.0,59500,29700,13370.0,1416.6229999999998,958.5,5033.0,31800.0,2,purple
2355,Pomona College,1635.0,161600,62000,59730.0,740.3547,21232.92,9000.0,58100.0,3,dark purple
2356,Portland Community College,28549.0,72400,26500,12867.0,1700.963,119.7,6334.0,36100.0,2,purple
2357,Portland State University,19662.0,86900,37200,20318.0,1689.24,2375.03,14412.0,44700.0,1,pink
2358,Post University,6594.0,57800,36800,34350.0,1567.2479999999998,6146.0,7600.0,40900.0,0,light pink
2359,Porter and Chester Institute of Branford,286.0,62500,31700,28543.0,2402.968,1747.5,9500.0,36900.0,2,purple
2360,Porter and Chester Institute of Stratford,2378.0,62500,31700,29057.0,2424.85,1728.85,9500.0,39900.0,2,purple
2368,Prairie State College,4188.0,60800,22400,13161.0,1875.114,1845.83,5000.0,29000.0,0,light pink
2369,Prairie View A & M University,6905.0,45500,34800,17876.0,2879.961,4409.14,14250.0,35700.0,0,light pink
2370,Pratt Community College,915.0,55100,29600,10793.0,1074.644,1123.3,5500.0,35900.0,0,light pink
2371,Pratt Institute-Main,3232.0,96100,33200,57783.0,1135.803,12297.93,23250.0,43400.0,1,pink
2373,Presbyterian College,1032.0,118100,43900,46378.0,913.7233,21601.92,19000.0,44500.0,1,pink
2374,Prince George's Community College,12429.0,65100,35700,10253.0,1248.726,1208.8,3500.0,39700.0,2,purple
2375,Princeton University,5258.0,218100,90700,57400.0,507.2151,18975.86,7500.0,74700.0,3,dark purple
2376,Prism Career Institute-Upper Darby,411.0,37000,31000,39119.0,1688.8970000000002,0.0,9500.0,29300.0,0,light pink
2377,Prism Career Institute-Philadelphia,396.0,37000,31000,27173.0,2010.08,0.0,11786.5,23500.0,0,light pink
2378,Prism Career Institute-Cherry Hill,45.0,37000,31000,28460.0,888.0732,0.0,11786.5,23500.0,0,light pink
2379,Prism Career Institute-West Atlantic City,64.0,37000,31000,31241.0,1812.117,0.0,11786.5,23500.0,0,light pink
2380,Providence College,3936.0,139300,66300,57517.0,543.2673,13803.9,27000.0,64100.0,3,dark purple
2381,University of Arkansas-Pulaski Technical College,8364.0,54400,24300,15082.0,1377.707,1854.84,9250.0,27700.0,0,light pink
2382,Purdue University-Main Campus,29977.0,103200,48800,22879.0,880.8434,3604.0,19210.0,55100.0,1,pink
2383,Queens University of Charlotte,1621.0,99700,38300,43239.0,1196.771,11678.15,18000.0,42200.0,1,pink
2384,CUNY Queensborough Community College,14197.0,42200,32400,11168.0,1934.688,1109.28,4500.0,37400.0,0,light pink
2385,Quincy College,4129.0,69000,29100,16027.0,1303.727,360.0,5250.0,41800.0,2,purple
2386,Quincy University,1075.0,84000,39600,36972.0,1675.46,13977.04,15000.0,39500.0,1,pink
2388,Quinnipiac University,6503.0,127000,60000,55265.0,576.7367,13657.52,21750.0,63300.0,3,dark purple
2389,Quinsigamond Community College,7501.0,73700,31700,11371.0,1498.851,599.07,4750.0,34900.0,2,purple
2390,Radford University,8843.0,101700,43500,20582.0,1180.417,2657.76,14815.0,43000.0,1,pink
2391,Ramapo College of New Jersey,5447.0,106400,49600,27561.0,1012.377,3903.61,18377.0,53200.0,1,pink
2392,Santa Ana College,27443.0,63600,33700,10217.0,347.3455,88.11,4750.0,33800.0,2,purple
2394,Randolph-Macon College,1377.0,121700,51200,47262.0,1038.623,17468.0,22837.5,49100.0,3,dark purple
2395,Randolph College,658.0,107300,37400,46060.0,1147.093,18484.76,19000.0,39700.0,1,pink
2397,Ranger College,1839.0,45700,29900,11429.0,1595.247,1311.21,5500.0,29300.0,0,light pink
2398,Ranken Technical College,1851.0,81900,45600,22451.0,2090.178,2372.0,12000.0,48400.0,1,pink
2400,Raritan Valley Community College,6579.0,102200,35700,8012.0,767.2681,210.0,4389.5,37700.0,2,purple
2401,Reading Area Community College,3672.0,64500,26900,14381.0,1824.82,1616.9,5500.0,30700.0,2,purple
2402,Redlands Community College,1288.0,54600,28400,11720.0,1590.408,2719.98,4050.0,33200.0,0,light pink
2403,Reed College,1335.0,121900,36900,59595.0,726.2898,15719.51,14000.0,42200.0,1,pink
2404,Regency Beauty Institute-Blaine,132.0,72000,20000,21941.0,2465.209,0.0,9500.0,23200.0,2,purple
2405,Regency Beauty Institute-Burnsville,118.0,72000,20000,22083.0,2561.436,345.0,9500.0,23200.0,2,purple
2406,Regency Beauty Institute-St Cloud,78.0,72000,20000,24104.0,2768.945,1132.07,9500.0,23200.0,2,purple
2407,Regency Beauty Institute-Maplewood,79.0,72000,20000,25589.0,2884.593,3372.5,9500.0,23200.0,2,purple
2408,Regency Beauty Institute-Darien,50.0,72000,20000,21135.0,2591.165,2380.0,9500.0,23200.0,2,purple
2409,Regency Beauty Institute-Aurora,84.0,72000,20000,21687.0,2866.99,0.0,9500.0,23200.0,2,purple
2410,Regency Beauty Institute-Madison,69.0,72000,20000,24062.0,3101.891,3287.0,9500.0,23200.0,2,purple
2411,Regency Beauty Institute-Ridgedale,43.0,72000,20000,23732.0,1961.541,1142.9,9500.0,23200.0,2,purple
2412,Regency Beauty Institute-Independence,73.0,72000,20000,25134.0,3235.842,0.0,9500.0,23200.0,2,purple
2413,Regency Beauty Institute-St Peters,109.0,72000,20000,23857.0,2904.0,6606.6,9500.0,23200.0,2,purple
2414,Regency Beauty Institute-Peoria,64.0,72000,20000,26574.0,3090.962,1477.44,9500.0,23200.0,2,purple
2415,Regency Beauty Institute-Greenwood,65.0,72000,20000,23998.0,2764.118,0.0,9500.0,23200.0,2,purple
2416,Regency Beauty Institute-Mehlville,50.0,72000,20000,23998.0,3095.144,0.0,9500.0,23200.0,2,purple
2417,Regency Beauty Institute-Duluth,46.0,72000,20000,24612.0,3198.512,2379.61,9500.0,23200.0,2,purple
2418,Regency Beauty Institute-Fairview Heights,82.0,72000,20000,25101.0,3590.22,0.0,9500.0,23200.0,2,purple
2419,Regency Beauty Institute-Champaign,76.0,72000,20000,24914.0,3129.961,7941.24,9500.0,23200.0,2,purple
2420,Regency Beauty Institute-Olathe,50.0,72000,20000,22265.0,2765.411,333.0,9500.0,23200.0,2,purple
2421,Regency Beauty Institute-Lakewood,59.0,72000,20000,27386.0,2644.188,0.0,9500.0,23200.0,2,purple
2422,Regency Beauty Institute-Westminster,131.0,72000,20000,24723.0,2492.353,0.0,9500.0,23200.0,2,purple
2423,Regency Beauty Institute-Avon,31.0,72000,20000,23929.0,3111.208,0.0,9500.0,23200.0,2,purple
2424,Regency Beauty Institute-Joliet,66.0,72000,20000,23767.0,3465.38,0.0,9500.0,23200.0,2,purple
2425,Regency Beauty Institute-Rockford,96.0,72000,20000,24058.0,3044.606,0.0,9500.0,23200.0,2,purple
2426,Regency Beauty Institute-Greenfield,79.0,72000,20000,23637.0,3804.557,0.0,9500.0,23200.0,2,purple
2427,Regency Beauty Institute-Metro Center,39.0,72000,20000,24824.0,3356.025,0.0,9500.0,23200.0,2,purple
2428,Regency Beauty Institute-East Tucson,87.0,72000,20000,23365.0,3355.655,0.0,9500.0,23200.0,2,purple
2429,Regency Beauty Institute-Tri-County,42.0,72000,20000,25338.0,3479.116,0.0,9500.0,23200.0,2,purple
2430,Regency Beauty Institute-Eastgate,61.0,72000,20000,24281.0,3171.403,0.0,9500.0,23200.0,2,purple
2431,Regency Beauty Institute-Topeka,43.0,72000,20000,24406.0,3220.863,3198.0,9500.0,23200.0,2,purple
2432,Regency Beauty Institute-Fort Collins,88.0,72000,20000,25625.0,2569.581,0.0,9500.0,23200.0,2,purple
2433,Regency Beauty Institute-Tolleson,51.0,72000,20000,24246.0,3798.188,0.0,9500.0,23200.0,2,purple
2434,Regency Beauty Institute-Pasadena,72.0,72000,20000,24406.0,3136.966,0.0,9500.0,23200.0,2,purple
2435,Regency Beauty Institute-Dayton,76.0,72000,20000,25702.0,3370.25,0.0,9500.0,23200.0,2,purple
2436,Regency Beauty Institute-Akron,112.0,72000,20000,25434.0,3715.112,15447.72,9500.0,23200.0,2,purple
2437,Regency Beauty Institute-Detroit Southgate,128.0,72000,20000,23895.0,3409.317,415.0,9500.0,23200.0,2,purple
2438,Regency Beauty Institute-Flint,120.0,72000,20000,24475.0,3481.0,0.0,9500.0,23200.0,2,purple
2439,Regency Beauty Institute-Grand Rapids,97.0,72000,20000,24288.0,3101.062,0.0,9500.0,23200.0,2,purple
2440,Regency Beauty Institute-Cypresswood,103.0,72000,20000,23854.0,3240.488,4680.0,9500.0,23200.0,2,purple
